-------------------------------OSpider ---------------------------------------
于 2019-12-29 14:56:51 爬取指定范围内的： 烟酒
区域左下坐标：113.705304,29.974252
区域右上坐标：115.089744,31.366201
选择的基础网格切分方式：6*6网格
使用的KEY：mgRIjArNHuol074XjsyDPQMu7g22hEjZ
抓取耗时：314.98s
KEY用量：312
POI总量4576
-------------------------------results----------------------------------------
id	name	address	province	city	area	wgs84_lng	wgs84_lat	bd09_lng	bd09_lat
2567	天浩酒业湖北营运中心	武汉市江汉区民意一路21-1号3层				114.27670051911196	30.57860760702063	114.288655	30.581949
2568	鑫鑫烟酒副食(五彩正巷)	武汉市硚口区多福路五彩正巷22号				114.27192421356371	30.56529751094921	114.283855	30.568704
2569	友兴烟酒	满春街办事处三民路43号				114.27939950604693	30.575883515236782	114.291365	30.57919
2570	平价烟酒副食	洞庭街与青岛路交叉口西南50米				114.29369030123055	30.583293560396733	114.305701	30.586522
2571	中海烟酒副食	湖北省武汉市江岸区解放大道811号附近				114.28396946894084	30.59416912191435	114.295965	30.59744
2572	光荣坊烟酒副食	西马街办事处解放大道西马路				114.28216268997419	30.59248821402343	114.29415	30.595774
2573	光荣坊烟酒副食	武汉市江岸区解放大道1449号				114.28237471234593	30.59267210892638	114.294363	30.595956
2574	中百仓储精品烟酒(美奇国际广场)	武汉市硚口区中山大道285-287号美奇国际广场B1				114.27237632639235	30.57513133213538	114.284309	30.578534
2575	武汉VANSOLE蒸汽电子烟	武汉市江汉区前进五路77附7号				114.28313108145282	30.58233874504172	114.295114	30.58561
2576	华顺烟酒商贸(京汉街)	武汉市江岸区京汉街147附5号				114.29056200636613	30.59501171068157	114.302577	30.598249
2577	霸王醉烟酒专卖	新华街办事处单洞三路4号				114.27805657873871	30.58049028085732	114.290018	30.583815
2578	五粮液	湖北省武汉市江岸区四唯路1附近				114.29921720291274	30.601316244931088	114.311249	30.604575
2579	天仁烟酒副食	武汉市江汉区民主二街33附1号				114.27439765445827	30.57779872072271	114.286341	30.581172
2580	鑫永昌烟酒副食	湖北省武汉市江岸区泰宁街15号附近				114.28257254944808	30.587516968261436	114.294557	30.590796
2581	烟酒水果超市	武车路318号忠诚胡大学生公寓内				114.32221973691502	30.574585729108875	114.334189	30.578163
2582	太阳烟酒行	四唯街办事处五福路20号				114.30267026822217	30.601840313226468	114.314702	30.605126
2583	八元里副食批发	民主二街55附4号				114.27555299820422	30.578221075747148	114.287502	30.581578
2584	中力烟酒	胜利街300附2号				114.30429364489392	30.60622123812061	114.316329	30.609526
2585	威威烟酒副食批发	粮道街得胜桥昙华林5号				114.30014378787011	30.555594031988853	114.312161	30.558839
2586	烟酒集团	前进街办事处前进二路169号(与自治接交叉口)				114.27724899749465	30.582665910965265	114.289208	30.586002
2587	德望烟酒早点快餐(小炒店)	长江日报路2附2号附近				114.27401043785052	30.604610600861204	114.285975	30.608005
2588	长信烟酒副食店	苗栗路51号				114.28327220033623	30.598690422490623	114.29527	30.60197
2589	茅台股份财富会馆	民族街街道沿江1号临江店面				114.28398029409148	30.569137279469448	114.295963	30.572396
2590	平价烟酒副食	自治街203附6号				114.27779920821486	30.583199709638027	114.289761	30.586529
2591	唐老鸭烟酒平价	民权街办事处民生路17号				114.288629505253	30.57660171885236	114.300627	30.579835
2592	烟酒副食(悦荟店)	武汉市江汉区中山大道756号悦荟广场B座F1				114.28634423731255	30.580741400812542	114.298337	30.583988
2593	芙蓉兴盛便利超市(余娟烟酒副食店)	单洞三路17号				114.274215359691	30.585439326419095	114.286162	30.588819
2594	烟酒便利店	湖北省武汉市江岸区洞庭街126				114.29794644031269	30.59291472812107	114.309969	30.596161
2595	梦之蓝	湖北省武汉市武昌区积玉桥街街道友谊大道友谊国际二期门面8-6梦之蓝				114.31046747658321	30.56184533570376	114.32247	30.565208
2596	海岚烟酒副食棋牌室	武汉市江岸区四唯街办事处五福路28号				114.30267097978187	30.606677051790193	114.314708	30.609966
2597	茅台酒坊	湖北省武汉市江汉区前进一路184号附近				114.27644925918473	30.581590837396632	114.288404	30.584937
2598	烟酒便民综合部副食	湖北省武汉市江岸区公安路16号				114.2955395203804	30.59753189132059	114.307565	30.600772
2599	茅台镇酒坊	五福小路与胜利街交叉口西100米				114.30169958710711	30.60297010668988	114.313733	30.606248
2600	贵州茅台集团	湖北省武汉市江岸区球场街街道解放大道1070号财富大厦1楼贵州茅台				114.28623318270971	30.595063671378718	114.298237	30.598319
2601	洋河蓝色经典	教育考试院沙湖考试基地				114.32186964431665	30.578047132147702	114.333841	30.581619
2602	为民平价烟酒副食	湖北省武汉市江汉区万年街2号楼107号附近				114.28029439458227	30.571550257614454	114.292263	30.574845
2603	兰舍烟酒棋牌	武汉市江汉区大兴路78				114.28638256859125	30.57167539080975	114.298373	30.574918
2604	烟酒茶汇	湖北省武汉市江汉区满春街办事处长堤街1127号				114.2769157714388	30.57433725222986	114.28887	30.577674
2605	烟酒礼品	湖北省武汉市江岸区胜利街227附近				114.29498925554861	30.592474409128773	114.307009	30.59571
2606	五粮液股份有限公司锦上添花	解放公园路30附11				114.2951414214827	30.606253090075487	114.307176	30.609498
2607	烟酒天下	湖北省武汉市武昌区紫沙路201号-附41附近				114.3165309831404	30.552159643020904	114.328525	30.555623
2608	五粮液	湖北省武汉市江汉区友谊南路19-7号附近				114.27690903441571	30.57254783392894	114.288863	30.575884
2609	FAMILY52烟酒便利店	湖北省武汉市江岸区香港路餐饮街高雄路169号附近				114.2791230807994	30.605498415832788	114.291112	30.608825
2610	依品棉麻布衣(胜利街)	胜利街55				114.2896683204371	30.585633962661205	114.301673	30.588868
2611	烟酒名城	湖北省武汉市江岸区京汉大道929附4附近				114.29110382943807	30.596987471707653	114.303122	30.600225
2612	鼎鸿烟酒(工农兵店)	工农兵路106				114.30462746590942	30.62637535750326	114.316679	30.629696
2613	沃富酒庄	黄浦大街247-1号天梨阁南苑1楼				114.28803885677067	30.62333654594542	114.300075	30.6266
2614	1919酒类直供(兴业南路店)	湖北省武汉市江岸区正义路天上人间1栋3单元1层9室				114.29253021106598	30.6383075239212	114.304579	30.641567
2615	龙庭烟酒	后湖南路205号				114.31296971658735	30.65459960638416	114.324999	30.658046
2616	永茂烟酒商行	湖北省武汉市江岸区二七路139号				114.30514376564884	30.63023375836074	114.317196	30.633562
2617	霸王醉烟酒商行	武汉市江岸区江大路30号附25				114.28328754576015	30.620573760889265	114.295307	30.623867
2618	大武汉烟酒汇	湖北省武汉市江岸区怡和路20号附近				114.3048015947555	30.64234805743625	114.316853	30.645677
2619	南洋名烟城(江大路店)	江大路16附8				114.2900320957976	30.62001247860663	114.302071	30.623267
2620	丽雯烟酒	江大路72号				114.27834012221365	30.620911491764645	114.29034	30.624257
2621	茶舍酒乡	湖北省武汉市江岸区兴业路168附8				114.28740687070592	30.638770710223156	114.299444	30.642044
2622	中国烟草	武汉市江岸区兴业南路10附16号				114.28458810192984	30.635321200820965	114.296617	30.638611
2623	也买酒(后湖一诺通店)	武汉市江岸区同安家园商铺17室				114.29498422054927	30.651337619448064	114.30703	30.654603
2624	酒到佳(江大路店)	湖北省武汉市江岸区江大路20附8附近				114.28795478211899	30.620637657973756	114.299989	30.6239
2625	兴隆烟酒商行	湖北省武汉市江岸区发展大道493附近				114.27911182981748	30.62627494272491	114.291118	30.629614
2626	广牧原烟酒茶	解放大道1340附14				114.3026686154417	30.61287298519121	114.314712	30.616166
2627	一圆酒坊(百步亭安居路店)	湖北省武汉市江岸区百步亭花园后湖大道安居路217号				114.31258993464867	30.662590544493938	114.324613	30.666032
2628	中国烟草(江大路店)	湖北省武汉市江岸区江大路20附8附近				114.28795478211899	30.620637657973756	114.299989	30.6239
2629	也买酒(总店)	湖北省武汉市江岸区工农兵路61号				114.30185292604834	30.62358882967505	114.313905	30.626881
2630	展鹏烟酒商贸(工农兵路店)	二七街办事处工农兵路63号创意贵宾楼对面(霸王醉)				114.30186189595669	30.623649720113857	114.313914	30.626942
2631	金盛烟酒	武汉市江岸区芦沟桥路39号				114.30420099962764	30.609581970596796	114.31624	30.612888
2632	子皓烟酒	后湖街办事处黄孝河路竹叶山加油站对面竹叶山村101号				114.2801392655897	30.622830463304442	114.292148	30.626156
2633	瑞安烟酒	正义路10号				114.28655783281538	30.63407685121145	114.298593	30.637353
2634	家尚烟酒	武汉市江岸区后湖街街道后湖街道正义路3附5号				114.28318900889325	30.63311472660134	114.295213	30.636415
2635	十八里酒铺	湖北省武汉市江岸区新益街				114.30823965937408	30.65873289811179	114.320275	30.662108
2636	给力烟酒	二七街街道发展大道二七路新江岸二村5栋一楼				114.29880485127184	30.631835624654162	114.31086	30.63511
2637	习酒	湖北省武汉市江岸区金凰路9号东北50米				114.27578352803218	30.630107342475707	114.287776	30.633491
2638	白云边特许店(江大路店)	花桥街办事处江大路71号				114.2825275686421	30.620232166438875	114.294544	30.623532
2639	满上精酒门酒类连锁(百步亭店)	后湖大道万家汇一层3号门旁边				114.31003894392687	30.655334768696008	114.322074	30.658735
2640	康林啤酒饮料批发零售	湖北省武汉市江岸区正义路				114.29589445792566	30.635740803182827	114.307948	30.639004
2641	诗胜烟酒批发	湖北省武汉市江岸区解放大道2022附4				114.32684102975935	30.651290812073594	114.338832	30.654999
2642	余俊烟酒茶	湖北省武汉市江岸区海赋江城·天韵(后湖南路东)				114.29848479191118	30.64870791484426	114.310535	30.651986
2643	星竹烟酒	后湖大道289号附近				114.29905684125023	30.655517236037063	114.311102	30.6588
2644	鼎鑫名酒坊	武汉市江汉区香港路261号2楼香港路与天门墩路交汇路口				114.27166545604851	30.611743102719622	114.283626	30.615178
2645	昊宇烟酒	湖北省武汉市江岸区后湖大道105附229号				114.29838735205435	30.653489422260392	114.310434	30.656768
2646	连城烟酒批发超市(劳动社区店)	武汉市解放大道2295号				114.31509672557023	30.631023001489762	114.32713	30.634499
2647	文明烟酒	解放公园路46附1号				114.28213957377275	30.612527150291715	114.294148	30.615826
2648	中国烟草(黑泥湖西路店)	二七路300号(近黑泥湖西路)				114.30466711602851	30.631057693214224	114.31672	30.634381
2649	名流烟酒超市	湖北省武汉市江岸区兴业路				114.32148174945799	30.654616050816585	114.333487	30.658219
2650	1618名酒行	后湖街办事处安居西路怡和路36号				114.30436374999921	30.643690429084383	114.316415	30.647015
2651	烟酒名城(百步亭富商专卖店)	百步亭花园百步亭富商专卖店安居西路46号				114.31029010131468	30.646677801511803	114.322331	30.65008
2652	鑫茂烟酒行	湖北省武汉市江岸区正义路13附24-25附近				114.29363623090896	30.63677774375453	114.305687	30.640037
2653	五祥烟酒副食	湖北省武汉市江岸区二七街办事处建设大道亚安花园				114.29471846769212	30.622335965623737	114.306767	30.62559
2654	华致酒库(武汉后湖大道陌陌屋店)	湖北省武汉市江岸区后湖大道66号A3栋1楼1号				114.27049941334054	30.63811613654284	114.282466	30.641583
2655	惠济烟酒	花桥街办事处惠济一路16号				114.28275347137821	30.61443467505779	114.294766	30.617729
2656	长江烟酒商行	武汉市江岸区发展大道489附近				114.27871275000373	30.62580242564976	114.290717	30.629146
2657	零伍玖陆烟酒	湖北省武汉市江岸区后湖大道				114.29790279239046	30.65121837417168	114.309951	30.654494
2658	大富烟酒	正义路3附14				114.28378586799819	30.63331468940659	114.295812	30.63661
2659	图胜烟酒商行	湖北省武汉市江汉区三眼桥路(海虹景二号门旁)				114.27255028569756	30.616955755870407	114.28452	30.62038
2660	也买酒(勇丰烟酒百步亭店)	武汉市江岸区安居路248号				114.31309256490549	30.663067140771638	114.325114	30.666517
2661	隆鑫烟酒饮料批发	发展大道489号				114.2789138437931	30.625890790320177	114.290919	30.629232
2662	永隆酒行(黄孝河路店)	黄孝河路28附10				114.28059168987119	30.61247947550757	114.292594	30.615794
2663	伟晶烟酒商贸(兴业南路店)	湖北省武汉市江岸区后湖五路61附19				114.29491063822984	30.641258380871516	114.306962	30.644521
2664	五粮液(同鑫花园景福苑店)	后湖五路同鑫花园景福苑13栋				114.28948770271937	30.63964293438941	114.30153	30.642908
2665	金威烟酒	湖北省武汉市江岸区中山大道597号附近				114.30562474886955	30.612258368394617	114.317665	30.615582
2666	欣华烟酒副食(三眼桥路店)	武汉市江岸区三眼桥路41号				114.2786483579278	30.609961864778494	114.29064	30.613297
2667	亚安烟酒超市	湖北省武汉市江岸区建设大道832号				114.29425518842795	30.622106855232598	114.306303	30.62536
2668	宇豪烟酒	二七街办事处工农兵路126号				114.30655394105965	30.628433842106723	114.318604	30.631778
2669	逸香庭烟酒专卖	武汉市兴业路161号				114.28996088449665	30.640589999581373	114.302004	30.643854
2670	昊月烟酒副食商行	武汉市江岸区紫御公馆3栋s15				114.28108696508292	30.634850982690885	114.293103	30.638172
2671	茅台集团	湖北省武汉市江岸区怡和路怡和苑南区(银泰·御华园附近)				114.30498469763444	30.64213208544634	114.317036	30.645463
2672	贵州茅台酒专卖店	百步亭花园安居路154号				114.31411562389566	30.65703477395782	114.32614	30.660501
2673	鼎鑫烟酒商行(安居路店)	湖北省武汉市江岸区安居路110				114.31431193600328	30.65566461899543	114.326337	30.659134
2674	佰宏烟酒城	湖北省武汉市江岸区百花一路29号				114.32001258459702	30.645182650167285	114.332029	30.648755
2675	洁洁高烟酒副食	新村街办事处二七横路61号				114.31259828917656	30.633179776930874	114.324638	30.636614
2676	中一烟酒	湖北省武汉市江岸区兴业路1号日月星城16栋1层27号店铺中一烟酒				114.2767717815924	30.637644706804025	114.288769	30.641018
2677	松松烟酒副食	二七街办事处罗家庄社区30栋				114.29634197676316	30.623795867440144	114.308393	30.627055
2678	十八里酒铺(工农兵路店)	工农兵路49号附近				114.30125321837838	30.622736254549174	114.313305	30.626023
2679	酒立得酒类直供(武汉科技馆店)	武汉市江岸区科技馆路9号				114.2946860075924	30.623174566073857	114.306735	30.626429
2680	烟酒商贸	安居路171				114.31287596020937	30.660794115426377	114.3249	30.66424
2681	玖易名酒(黄孝河店)	湖北省武汉市江岸区黄孝河路154号附近				114.28056040787241	30.623064927627652	114.292571	30.626386
2682	贝研烟酒副食	工农兵路99号				114.30526370373562	30.62744671810799	114.317315	30.630775
2683	湖兴烟酒名品	湖北省武汉市江岸区江大路23号				114.29043499396914	30.61894907526033	114.302474	30.622202
2684	方正烟酒超市(东部购物公园店)	汉口东部购物公园C3117				114.31146730477907	30.626493098453093	114.323508	30.629906
2685	民泽烟酒	育才街19				114.27942770765782	30.616636945911292	114.291429	30.619967
2686	也买酒(金叶阳光店)	金桥大道特115号长江传媒大厦副楼一楼也买酒金叶阳光店				114.28914723121494	30.660216924298346	114.301175	30.663488
2687	花桥烟酒	黄孝河路49号百佳购物广场1楼				114.28023546324374	30.62036088689785	114.292243	30.623684
2688	三佑烟酒专卖	湖北省武汉市江岸区后湖街办事处二七小路盛世东方				114.29834221159099	30.64411485016831	114.310395	30.647391
2689	鑫阳烟酒棋牌	湖北省武汉市江岸区武汉天地御江璟城小区				114.30924646068199	30.61746771516152	114.321286	30.620842
2690	海虹景烟酒	三眼桥北路35附5号				114.27301677816855	30.614884160443076	114.284987	30.6183
2691	五粮尊得宝园烟酒商行(正义路店)	兴业南路中百超市南50米				114.2979402572502	30.641428702491957	114.309994	30.644702
2692	百顺商行	育才街90号花桥小学东侧天乐幼儿园旁				114.27755444046365	30.617132803197762	114.289548	30.620486
2693	五粮尊(特许店)	劳动街办事处惠济路29号惠中社区门口				114.28504962260823	30.612177721899712	114.297068	30.615452
2694	国酒茅台(特许分销店)	湖北省武汉市江岸区科技馆路1号(武汉黄浦中西医结合医院北)				114.29374472009091	30.622369310795733	114.305792	30.625622
2695	五粮液	解放大道2022附3号附近				114.32671826285944	30.65078332965323	114.33871	30.654489
2696	东胜烟酒茶	湖北省武汉市江岸区后湖五路159号东方世家群楼1层31室				114.29360564013652	30.644373326718558	114.305654	30.647635
2697	华康烟酒副食	花桥街办事处三眼桥214号附1号				114.27351397047981	30.61645174501186	114.285488	30.619861
2698	子豪烟酒(育才路店)	湖北省武汉市江岸区育才路52附近				114.27882992852737	30.617027677276234	114.290829	30.620365
2699	也买酒毅发烟酒	武汉市江岸区永清路34号				114.29301048052862	30.617297666992204	114.305053	30.620547
2700	五粮液	丹水池街街道汉黄路福星惠誉红桥城办公楼1层				114.32710408455583	30.66414845946783	114.339083	30.667864
2701	烟酒商行(东立旗舰店)	二七路89号25栋1层202室(东立国际二期)				114.30704644014587	30.62905532971129	114.319096	30.632406
2702	惠风祥和酒业有限公司	二七北路87-9号				114.30950987531439	30.632340102380518	114.321556	30.635726
2703	辉煌酒业	湖北省武汉市江岸区健身街				114.28669513757855	30.652401190349543	114.298723	30.655682
2704	长信论道烟酒批发	湖北省武汉市江岸区后湖南路10附24				114.29181490891207	30.644994043301033	114.30386	30.648256
2705	鹏仔烟酒	后湖四路67附41				114.28895582983276	30.646312170223062	114.300994	30.649581
2706	华致酒库(十大家摩尔城店)	江岸区后湖大道十大家摩尔城19号商铺				114.31729703056014	30.65793159238968	114.329312	30.661455
2707	阳光烟酒副食	二七路36-5号				114.31242263432064	30.62879960662137	114.324462	30.632229
2708	中国烟酒城	湖北省武汉市江岸区黄孝河路105号附近				114.28012998146643	30.62532405108183	114.29214	30.628651
2709	鹏运烟酒(二七横路店)	湖北省武汉市江岸区二七街办事处二七横路146号				114.31099640227256	30.62917216165519	114.323039	30.632579
2710	茗茶烟酒	湖北省武汉市江岸区惠济路13号附近				114.28349308887687	30.61004192591581	114.295504	30.613327
2711	兴旺烟酒商贸	武汉市江岸区京汉大道1279号附近				114.30393505900855	30.613323300815267	114.315978	30.616629
2712	烟酒商行专卖店	二七街办事处二七横路67号(烤友计旁)				114.31150894430746	30.63200885193192	114.323551	30.635425
2713	名烟名酒	武汉市江岸区东立街106号				114.30904536050315	30.626919308813836	114.321091	30.630296
2714	顺民风烟酒超市	建设新村3号临附近				114.31599309648006	30.645536967485423	114.328021	30.649034
2715	鑫旺烟酒	湖北省武汉市江岸区江大路37-附32附近				114.28909939744871	30.619853715880293	114.301136	30.623111
2716	青稞纯粮酒坊(解放大道店)	解放大道丹水池公交站旁1982号				114.32556837996206	30.647517734098976	114.337566	30.6512
2717	五粮酒集团(新业店)	武汉市江岸区兴业路168附19				114.28818981177108	30.63908827581597	114.300229	30.642358
2718	五粮酒庄	后湖街办事处兴业路盛世东方北门				114.2964082360725	30.64387045010159	114.30846	30.647138
2719	烟酒商贸	湖北省武汉市江岸区东立街				114.30741257830526	30.624880677897572	114.31946	30.628234
2720	鼎盛酒业	武汉市江岸区				114.28162554592367	30.65479278300518	114.293634	30.658114
2721	享通名烟名酒城(东立街店)	武汉市江岸区东立街63号				114.30837883311858	30.625452398631197	114.320425	30.628819
2722	建华烟酒副食(兴业南路店)	兴业南路10附3				114.28367025854362	30.635104016508357	114.295696	30.638401
2723	拓拓烟酒	黑泥湖西路6号附6号				114.30451882509334	30.632056868560888	114.316572	30.635379
2724	诚信烟酒名城	后湖街办事处后湖兴业路新地东方花都b栋9号商铺(简朴寨旁)				114.29023412750391	30.640105854793163	114.302278	30.643369
2725	名烟名酒	武汉市江岸区百步亭花园路6附14				114.31750012476773	30.645166397112217	114.329524	30.648691
2726	四海烟酒商贸	湖北省武汉市江岸区望湖路				114.27245962218862	30.644047342754618	114.284434	30.647485
2727	琦韵烟酒	江大路147附5号				114.27524738969942	30.62067361665428	114.287233	30.62406
2728	鑫科烟酒茗汇(永清店)	芦沟桥路80				114.30131392901397	30.610966939323497	114.313356	30.614247
2729	汉酱名烟名酒汇	湖北省武汉市江岸区解放公园路83号				114.28157002576481	30.612256754706195	114.293576	30.615561
